# Time-correlated data for fix ave_stress
# Timestep Number-of-time-windows
# Index TimeDelta Ncount v_pxy*v_pxy
0 100
17 160 24985 2.56443e-05
18 170 24984 1.83621e-05
19 180 24983 1.06254e-05
20 190 24982 4.49003e-06
21 200 24981 9.57944e-07
22 210 24980 7.33256e-08
23 220 24979 1.17375e-06
24 230 24978 3.23521e-06
25 240 24977 5.28886e-06
26 250 24976 6.70432e-06
27 260 24975 7.18468e-06
28 270 24974 6.59839e-06
29 280 24973 4.88741e-06
30 290 24972 2.15267e-06
31 300 24971 -1.19688e-06
32 310 24970 -4.44025e-06
33 320 24969 -6.76837e-06
34 330 24968 -7.61178e-06
35 340 24967 -6.86991e-06
36 350 24966 -4.9149e-06
37 360 24965 -2.37412e-06
38 370 24964 1.70436e-07
39 380 24963 2.38527e-06
40 390 24962 4.19267e-06
41 400 24961 5.60962e-06
42 410 24960 6.57505e-06
43 420 24959 6.91884e-06
44 430 24958 6.47802e-06
45 440 24957 5.24656e-06
46 450 24956 3.444e-06
47 460 24955 1.465e-06
48 470 24954 -2.54125e-07
49 480 24953 -1.38681e-06
50 490 24952 -1.81647e-06
51 500 24951 -1.63524e-06
52 510 24950 -1.04651e-06
53 520 24949 -2.45013e-07
54 530 24948 6.39041e-07
55 540 24947 1.51061e-06
56 550 24946 2.25076e-06
57 560 24945 2.70413e-06
58 570 24944 2.72973e-06
59 580 24943 2.27853e-06
60 590 24942 1.45069e-06
61 600 24941 4.91383e-07
62 610 24940 -2.89667e-07
63 620 24939 -6.46309e-07
64 630 24938 -5.00182e-07
65 640 24937 4.41698e-08
66 650 24936 7.75059e-07
67 660 24935 1.48773e-06
68 670 24934 2.06491e-06
69 680 24933 2.46787e-06
70 690 24932 2.66782e-06
71 700 24931 2.6165e-06
72 710 24930 2.28951e-06
73 720 24929 1.73828e-06
74 730 24928 1.09853e-06
75 740 24927 5.56059e-07
76 750 24926 2.86957e-07
77 760 24925 3.88452e-07
78 770 24924 8.28055e-07
79 780 24923 1.44798e-06
80 790 24922 2.02937e-06
81 800 24921 2.38024e-06
82 810 24920 2.40185e-06
83 820 24919 2.10611e-06
84 830 24918 1.58814e-06
85 840 24917 9.78819e-07
86 850 24916 4.01835e-07
87 860 24915 -4.58018e-08
88 870 24914 -2.89004e-07
89 880 24913 -2.67972e-07
90 890 24912 5.0741e-08
91 900 24911 6.50004e-07
92 910 24910 1.44154e-06
93 920 24909 2.26377e-06
94 930 24908 2.91803e-06
95 940 24907 3.24191e-06
96 950 24906 3.17726e-06
97 960 24905 2.78688e-06
98 970 24904 2.21226e-06
99 980 24903 1.61228e-06
100 990 24902 1.12108e-06
251000 100
1 0 25101 8.90755e-05
2 10 25100 8.13762e-05
3 20 25099 6.06644e-05
4 30 25098 3.25893e-05
5 40 25097 3.34169e-06
6 50 25096 -2.20634e-05
7 60 25095 -4.02624e-05
8 70 25094 -4.95138e-05
9 80 25093 -4.95749e-05
10 90 25092 -4.15221e-05
11 100 25091 -2.74903e-05
12 110 25090 -1.03498e-05
13 120 25089 6.66078e-06
14 130 25088 2.04006e-05
15 140 25087 2.84674e-05
16 150 25086 2.99366e-05
17 160 25085 2.57716e-05
18 170 25084 1.83929e-05
19 180 25083 1.05514e-05
20 190 25082 4.31881e-06
21 200 25081 7.11831e-07
22 210 25080 -2.13335e-07
23 220 25079 8.87239e-07
24 230 25078 2.98952e-06
25 240 25077 5.11923e-06
26 250 25076 6.63578e-06
27 260 25075 7.22794e-06
28 270 25074 6.74651e-06
29 280 25073 5.11597e-06
30 290 25072 2.42401e-06
31 300 25071 -9.28156e-07
32 310 25070 -4.21974e-06
33 320 25069 -6.63383e-06
34 330 25068 -7.5879e-06
35 340 25067 -6.96457e-06
36 350 25066 -5.11604e-06
37 360 25065 -2.6491e-06
38 370 25064 -1.29618e-07
39 380 25063 2.11655e-06
40 390 25062 4.0078e-06
41 400 25061 5.54496e-06
42 410 25060 6.64343e-06
43 420 25059 7.10697e-06
44 430 25058 6.74869e-06
45 440 25057 5.54712e-06
46 450 25056 3.71701e-06
47 460 25055 1.65923e-06
48 470 25054 -1.74514e-07
49 480 25053 -1.43692e-06
50 490 25052 -1.98815e-06
51 500 25051 -1.89736e-06
52 510 25050 -1.34944e-06
53 520 25049 -5.2919e-07
54 530 25048 4.30895e-07
55 540 25047 1.41945e-06
56 550 25046 2.29212e-06
57 560 25045 2.86483e-06
58 570 25044 2.97015e-06
59 580 25043 2.54291e-06
60 590 25042 1.68282e-06
61 600 25041 6.46529e-07
62 610 25040 -2.37869e-07
63 620 25039 -7.03148e-07
64 630 25038 -6.50341e-07
65 640 25037 -1.66726e-07
66 650 25036 5.47436e-07
67 660 25035 1.29111e-06
68 670 25034 1.94088e-06
69 680 25033 2.44087e-06
70 690 25032 2.73732e-06
71 700 25031 2.75823e-06
72 710 25030 2.46629e-06
73 720 25029 1.91202e-06
74 730 25028 1.23753e-06
75 740 25027 6.39797e-07
76 750 25026 3.07597e-07
77 760 25025 3.48273e-07
78 770 25024 7.36501e-07
79 780 25023 1.32061e-06
80 790 25022 1.88682e-06
81 800 25021 2.24579e-06
82 810 25020 2.29741e-06
83 820 25019 2.04851e-06
84 830 25018 1.58651e-06
85 840 25017 1.03186e-06
86 850 25016 4.97381e-07
87 860 25015 7.18511e-08
88 870 25014 -1.74069e-07
89 880 25013 -1.80438e-07
90 890 25012 9.12267e-08
91 900 25011 6.33305e-07
92 910 25010 1.36935e-06
93 920 25009 2.14825e-06
94 930 25008 2.77823e-06
95 940 25007 3.10058e-06
96 950 25006 3.05693e-06
97 960 25005 2.70542e-06
98 970 25004 2.17904e-06
99 980 25003 1.62595e-06
100 990 25002 1.17013e-06
252000 100
1 0 25201 8.92373e-05
2 10 25200 8.15233e-05
3 20 25199 6.07671e-05
4 30 25198 3.26266e-05
5 40 25197 3.30392e-06
6 50 25196 -2.21725e-05
7 60 25195 -4.04239e-05
8 70 25194 -4.96954e-05
9 80 25193 -4.97381e-05
10 90 25192 -4.16319e-05
11 100 25191 -2.75246e-05
12 110 25190 -1.03055e-05
13 120 25189 6.76881e-06
14 130 25188 2.05436e-05
15 140 25187 2.86096e-05
16 150 25186 3.00426e-05
17 160 25185 2.58126e-05
18 170 25184 1.83529e-05
19 180 25183 1.04314e-05
20 190 25182 4.1375e-06
21 200 25181 5.03199e-07
22 210 25180 -4.06628e-07
23 220 25179 7.52756e-07
24 230 25178 2.94878e-06
25 240 25177 5.18839e-06
26 250 25176 6.806e-06
27 260 25175 7.46527e-06
28 270 25174 6.99936e-06
29 280 25173 5.32807e-06
30 290 25172 2.54722e-06
31 300 25171 -9.22713e-07
32 310 25170 -4.3357e-06
33 320 25169 -6.85067e-06
34 330 25168 -7.86668e-06
35 340 25167 -7.25558e-06
36 350 25166 -5.36611e-06
37 360 25165 -2.81105e-06
38 370 25164 -1.73041e-07
39 380 25163 2.19785e-06
40 390 25162 4.19473e-06
41 400 25161 5.79912e-06
42 410 25160 6.91515e-06
43 420 25159 7.34574e-06
44 430 25158 6.91388e-06
45 440 25157 5.61318e-06
46 450 25156 3.67564e-06
47 460 25155 1.52082e-06
48 470 25154 -3.81631e-07
49 480 25153 -1.67193e-06
50 490 25152 -2.20732e-06
51 500 25151 -2.06383e-06
52 510 25150 -1.44078e-06
53 520 25149 -5.40637e-07
54 530 25148 4.88964e-07
55 540 25147 1.52724e-06
56 550 25146 2.4242e-06
57 560 25145 2.99302e-06
58 570 25144 3.06891e-06
59 580 25143 2.59412e-06
60 590 25142 1.67785e-06
61 600 25141 5.88493e-07
62 610 25140 -3.34663e-07
63 620 25139 -8.17682e-07
64 630 25138 -7.59695e-07
65 640 25137 -2.48572e-07
66 650 25136 5.10288e-07
67 660 25135 1.30574e-06
68 670 25134 2.00251e-06
69 680 25133 2.53509e-06
70 690 25132 2.84409e-06
71 700 25131 2.85482e-06
72 710 25130 2.52841e-06
73 720 25129 1.91775e-06
74 730 25128 1.17375e-06
75 740 25127 5.05493e-07
76 750 25126 1.15467e-07
77 760 25125 1.25887e-07
78 770 25124 5.21694e-07
79 780 25123 1.15117e-06
80 790 25122 1.79251e-06
81 800 25121 2.24474e-06
82 810 25120 2.39415e-06
83 820 25119 2.2314e-06
84 830 25118 1.8262e-06
85 840 25117 1.28487e-06
86 850 25116 7.13974e-07
87 860 25115 2.06428e-07
88 870 25114 -1.51607e-07
89 880 25113 -2.76348e-07
90 890 25112 -1.04028e-07
91 900 25111 3.77479e-07
92 910 25110 1.10196e-06
93 920 25109 1.91754e-06
94 930 25108 2.62229e-06
95 940 25107 3.04096e-06
96 950 25106 3.09631e-06
97 960 25105 2.8284e-06
98 970 25104 2.3554e-06
99 980 25103 1.81743e-06
100 990 25102 1.33944e-06
253000 100
1 0 25301 8.9351e-05
2 10 25300 8.16296e-05
3 20 25299 6.08478e-05
4 30 25298 3.2671e-05
5 40 25297 3.30941e-06
6 50 25296 -2.22018e-05
7 60 25295 -4.04812e-05
8 70 25294 -4.97755e-05
9 80 25293 -4.98389e-05
10 90 25292 -4.17531e-05
11 100 25291 -2.76632e-05
12 110 25290 -1.04521e-05
13 120 25289 6.62956e-06
14 130 25288 2.04289e-05
15 140 25287 2.85329e-05
16 150 25286 3.00113e-05
17 160 25285 2.58307e-05
18 170 25284 1.84223e-05
19 180 25283 1.05499e-05
20 190 25282 4.2972e-06
21 200 25281 6.8901e-07
22 210 25280 -2.17089e-07
23 220 25279 9.18427e-07
24 230 25278 3.06319e-06
25 240 25277 5.2315e-06
26 250 25276 6.76988e-06
27 260 25275 7.35533e-06
28 270 25274 6.8321e-06
29 280 25273 5.12566e-06
30 290 25272 2.33314e-06
31 300 25271 -1.12413e-06
32 310 25270 -4.49896e-06
33 320 25269 -6.95234e-06
34 330 25268 -7.89114e-06
35 340 25267 -7.20011e-06
36 350 25266 -5.24427e-06
37 360 25265 -2.6511e-06
38 370 25264 -1.07634e-08
39 380 25263 2.32841e-06
40 390 25262 4.26883e-06
41 400 25261 5.80524e-06
42 410 25260 6.85554e-06
43 420 25259 7.23423e-06
44 430 25258 6.77228e-06
45 440 25257 5.46725e-06
46 450 25256 3.55063e-06
47 460 25255 1.43558e-06
48 470 25254 -4.19986e-07
49 480 25253 -1.6687e-06
50 490 25252 -2.17628e-06
51 500 25251 -2.02114e-06
52 510 25250 -1.39924e-06
53 520 25249 -5.08342e-07
54 530 25248 5.0682e-07
55 540 25247 1.52722e-06
56 550 25246 2.40554e-06
57 560 25245 2.96067e-06
58 570 25244 3.03486e-06
59 580 25243 2.57348e-06
60 590 25242 1.6815e-06
61 600 25241 6.173e-07
62 610 25240 -2.90722e-07
63 620 25239 -7.7581e-07
64 630 25238 -7.38868e-07
65 640 25237 -2.6414e-07
66 650 25236 4.52644e-07
67 660 25235 1.21183e-06
68 670 25234 1.88641e-06
69 680 25233 2.41376e-06
70 690 25232 2.73337e-06
71 700 25231 2.76797e-06
72 710 25230 2.47623e-06
73 720 25229 1.90758e-06
74 730 25228 1.20734e-06
75 740 25227 5.78286e-07
76 750 25226 2.17374e-07
77 760 25225 2.42379e-07
78 770 25224 6.35713e-07
79 780 25223 1.24646e-06
80 790 25222 1.85649e-06
81 800 25221 2.27063e-06
82 810 25220 2.38113e-06
83 820 25219 2.1827e-06
84 830 25218 1.74848e-06
85 840 25217 1.18929e-06
86 850 25216 6.16027e-07
87 860 25215 1.23067e-07
88 870 25214 -2.06193e-07
89 880 25213 -2.94277e-07
90 890 25212 -8.60448e-08
91 900 25211 4.21763e-07
92 910 25210 1.15648e-06
93 920 25209 1.96369e-06
94 930 25208 2.64344e-06
95 940 25207 3.02723e-06
96 950 25206 3.04786e-06
97 960 25205 2.75572e-06
98 970 25204 2.27714e-06
99 980 25203 1.7567e-06
100 990 25202 1.31833e-06
254000 100
1 0 25401 8.91925e-05
2 10 25400 8.14861e-05
3 20 25399 6.07489e-05
4 30 25398 3.2636e-05
5 40 25397 3.34379e-06
6 50 25396 -2.21069e-05
7 60 25395 -4.03439e-05
8 70 25394 -4.96185e-05
9 80 25393 -4.96843e-05
10 90 25392 -4.16195e-05
11 100 25391 -2.75636e-05
12 110 25390 -1.03929e-05
13 120 25389 6.64961e-06
14 130 25388 2.04183e-05
15 140 25387 2.85045e-05
16 150 25386 2.99778e-05
17 160 25385 2.58021e-05
18 170 25384 1.84052e-05
19 180 25383 1.05467e-05
20 190 25382 4.30533e-06
21 200 25381 7.02611e-07
22 210 25380 -2.04387e-07
23 220 25379 9.25447e-07
24 230 25378 3.0618e-06
25 240 25377 5.22043e-06
26 250 25376 6.74867e-06
27 260 25375 7.32506e-06
28 270 25374 6.79644e-06
29 280 25373 5.0903e-06
30 290 25372 2.30411e-06
31 300 25371 -1.14237e-06
32 310 25370 -4.50341e-06
33 320 25369 -6.9404e-06
34 330 25368 -7.86131e-06
35 340 25367 -7.15423e-06
36 350 25366 -5.18855e-06
37 360 25365 -2.59409e-06
38 370 25364 3.86985e-08
39 380 25363 2.3614e-06
40 390 25362 4.27685e-06
41 400 25361 5.78267e-06
42 410 25360 6.80251e-06
43 420 25359 7.15719e-06
44 430 25358 6.68187e-06
45 440 25357 5.37537e-06
46 450 25356 3.46859e-06
47 460 25355 1.37377e-06
48 470 25354 -4.5298e-07
49 480 25353 -1.66861e-06
50 490 25352 -2.14548e-06
51 500 25351 -1.96801e-06
52 510 25350 -1.33514e-06
53 520 25349 -4.44939e-07
54 530 25348 5.58925e-07
55 540 25347 1.55993e-06
56 550 25346 2.41508e-06
57 560 25345 2.94811e-06
58 570 25344 3.00518e-06
59 580 25343 2.53439e-06
60 590 25342 1.64235e-06
61 600 25341 5.87847e-07
62 610 25340 -3.01825e-07
63 620 25339 -7.62458e-07
64 630 25338 -6.98929e-07
65 640 25337 -2.00576e-07
66 650 25336 5.31828e-07
67 660 25335 1.2949e-06
68 670 25334 1.96055e-06
69 680 25333 2.46771e-06
70 690 25332 2.75914e-06
71 700 25331 2.76201e-06
72 710 25330 2.4403e-06
73 720 25329 1.84892e-06
74 730 25328 1.13793e-06
75 740 25327 5.12435e-07
76 750 25326 1.68152e-07
77 760 25325 2.17854e-07
78 770 25324 6.37039e-07
79 780 25323 1.26951e-06
80 790 25322 1.89426e-06
81 800 25321 2.31432e-06
82 810 25320 2.42107e-06
83 820 25319 2.21052e-06
84 830 25318 1.75952e-06
85 840 25317 1.18351e-06
86 850 25316 5.97502e-07
87 860 25315 9.86668e-08
88 870 25314 -2.29026e-07
89 880 25313 -3.09567e-07
90 890 25312 -8.99469e-08
91 900 25311 4.29864e-07
92 910 25310 1.17214e-06
93 920 25309 1.97783e-06
94 930 25308 2.64514e-06
95 940 25307 3.00677e-06
96 950 25306 2.99909e-06
97 960 25305 2.67877e-06
98 970 25304 2.18033e-06
99 980 25303 1.65431e-06
100 990 25302 1.22534e-06
255000 100
1 0 25501 8.93054e-05
2 10 25500 8.15876e-05
3 20 25499 6.08169e-05
4 30 25498 3.26581e-05
5 40 25497 3.31962e-06
6 50 25496 -2.21672e-05
7 60 25495 -4.04253e-05
8 70 25494 -4.97048e-05
9 80 25493 -4.97629e-05
10 90 25492 -4.1684e-05
11 100 25491 -2.76133e-05
12 110 25490 -1.04312e-05
13 120 25489 6.61684e-06
14 130 25488 2.03837e-05
15 140 25487 2.84612e-05
16 150 25486 2.99226e-05
17 160 25485 2.57367e-05
18 170 25484 1.83359e-05
19 180 25483 1.04844e-05
20 190 25482 4.26395e-06
21 200 25481 6.95903e-07
22 210 25480 -1.67111e-07
23 220 25479 1.00759e-06
24 230 25478 3.1785e-06
25 240 25477 5.3514e-06
26 250 25476 6.87009e-06
27 260 25475 7.41766e-06
28 270 25474 6.85018e-06
29 280 25473 5.10374e-06
30 290 25472 2.28078e-06
31 300 25471 -1.19606e-06
32 310 25470 -4.57905e-06
33 320 25469 -7.0291e-06
34 330 25468 -7.9546e-06
35 340 25467 -7.24369e-06
36 350 25466 -5.26585e-06
37 360 25465 -2.6537e-06
38 370 25464 -2.46507e-09
39 380 25463 2.33642e-06
40 390 25462 4.2672e-06
41 400 25461 5.79176e-06
42 410 25460 6.83633e-06
43 420 25459 7.21986e-06
44 430 25458 6.77198e-06
45 440 25457 5.48556e-06
46 450 25456 3.58722e-06
47 460 25455 1.48646e-06
48 470 25454 -3.61364e-07
49 480 25453 -1.61035e-06
50 490 25452 -2.12642e-06
51 500 25451 -1.98689e-06
52 510 25450 -1.38598e-06
53 520 25449 -5.19814e-07
54 530 25448 4.68545e-07
55 540 25447 1.46288e-06
56 550 25446 2.3202e-06
57 560 25445 2.86365e-06
58 570 25444 2.93801e-06
59 580 25443 2.49028e-06
60 590 25442 1.62708e-06
61 600 25441 6.06341e-07
62 610 25440 -2.47721e-07
63 620 25439 -6.74308e-07
64 630 25438 -5.79858e-07
65 640 25437 -5.52368e-08
66 650 25436 6.93722e-07
67 660 25435 1.45573e-06
68 670 25434 2.0968e-06
69 680 25433 2.55697e-06
70 690 25432 2.78707e-06
71 700 25431 2.72483e-06
72 710 25430 2.3434e-06
73 720 25429 1.7053e-06
74 730 25428 9.67381e-07
75 740 25427 3.40369e-07
76 750 25426 2.20268e-08
77 760 25425 1.2152e-07
78 770 25424 6.05835e-07
79 780 25423 1.30697e-06
80 790 25422 1.99083e-06
81 800 25421 2.44837e-06
82 810 25420 2.56335e-06
83 820 25419 2.33218e-06
84 830 25418 1.84084e-06
85 840 25417 1.21903e-06
86 850 25416 5.94683e-07
87 860 25415 7.23018e-08
88 870 25414 -2.61892e-07
89 880 25413 -3.33301e-07
90 890 25412 -9.43471e-08
91 900 25411 4.46924e-07
92 910 25410 1.20592e-06
93 920 25409 2.01972e-06
94 930 25408 2.68487e-06
95 940 25407 3.03322e-06
96 950 25406 3.0013e-06
97 960 25405 2.64874e-06
98 970 25404 2.11726e-06
99 980 25403 1.56727e-06
100 990 25402 1.13131e-06
256000 100
1 0 25601 8.93467e-05
2 10 25600 8.16233e-05
3 20 25599 6.08446e-05
4 30 25598 3.26746e-05
5 40 25597 3.32149e-06
6 50 25596 -2.21828e-05
7 60 25595 -4.04575e-05
8 70 25594 -4.97484e-05
9 80 25593 -4.98084e-05
10 90 25592 -4.17188e-05
11 100 25591 -2.76256e-05
12 110 25590 -1.04119e-05
13 120 25589 6.67114e-06
14 130 25588 2.04689e-05
15 140 25587 2.85668e-05
16 150 25586 3.00334e-05
17 160 25585 2.58345e-05
18 170 25584 1.84014e-05
19 180 25583 1.05009e-05
20 190 25582 4.22241e-06
21 200 25581 5.96839e-07
22 210 25580 -3.12644e-07
23 220 25579 8.37541e-07
24 230 25578 3.01471e-06
25 240 25577 5.22744e-06
26 250 25576 6.81355e-06
27 260 25575 7.4429e-06
28 270 25574 6.95464e-06
29 280 25573 5.26811e-06
30 290 25572 2.47369e-06
31 300 25571 -1.01029e-06
32 310 25570 -4.43106e-06
33 320 25569 -6.93846e-06
34 330 25568 -7.92947e-06
35 340 25567 -7.28183e-06
36 350 25566 -5.35316e-06
37 360 25565 -2.76452e-06
38 370 25564 -1.06072e-07
39 380 25563 2.26652e-06
40 390 25562 4.24628e-06
41 400 25561 5.82097e-06
42 410 25560 6.90345e-06
43 420 25559 7.30374e-06
44 430 25558 6.84915e-06
45 440 25557 5.53622e-06
46 450 25556 3.60026e-06
47 460 25555 1.46269e-06
48 470 25554 -4.09756e-07
49 480 25553 -1.66328e-06
50 490 25552 -2.1615e-06
51 500 25551 -1.9852e-06
52 510 25550 -1.33605e-06
53 520 25549 -4.2004e-07
54 530 25548 6.08626e-07
55 540 25547 1.62266e-06
56 550 25546 2.4713e-06
57 560 25545 2.97681e-06
58 570 25544 2.99094e-06
59 580 25543 2.47353e-06
60 590 25542 1.54624e-06
61 600 25541 4.80561e-07
62 610 25540 -3.91493e-07
63 620 25539 -8.10029e-07
64 630 25538 -6.88369e-07
65 640 25537 -1.24095e-07
66 650 25536 6.72084e-07
67 660 25535 1.48352e-06
68 670 25534 2.17004e-06
69 680 25533 2.66442e-06
70 690 25532 2.91145e-06
71 700 25531 2.84685e-06
72 710 25530 2.44524e-06
73 720 25529 1.77265e-06
74 730 25528 9.91688e-07
75 740 25527 3.20647e-07
76 750 25526 -3.54719e-08
77 760 25525 3.70839e-08
78 770 25524 5.07786e-07
79 780 25523 1.20973e-06
80 790 25522 1.90849e-06
81 800 25521 2.39444e-06
82 810 25520 2.54845e-06
83 820 25519 2.36123e-06
84 830 25518 1.9129e-06
85 840 25517 1.32704e-06
86 850 25516 7.24428e-07
87 860 25515 2.03658e-07
88 870 25514 -1.51576e-07
89 880 25513 -2.63413e-07
90 890 25512 -7.54805e-08
91 900 25511 4.14381e-07
92 910 25510 1.13005e-06
93 920 25509 1.91523e-06
94 930 25508 2.57163e-06
95 940 25507 2.93373e-06
96 950 25506 2.93623e-06
97 960 25505 2.63171e-06
98 970 25504 2.15182e-06
99 980 25503 1.64643e-06
100 990 25502 1.23877e-06
257000 100
1 0 25701 8.92914e-05
2 10 25700 8.15824e-05
3 20 25699 6.08379e-05
4 30 25698 3.27141e-05
5 40 25697 3.40703e-06
6 50 25696 -2.20636e-05
7 60 25695 -4.03242e-05
8 70 25694 -4.96201e-05
9 80 25693 -4.97006e-05
10 90 25692 -4.16456e-05
11 100 25691 -2.76002e-05
12 110 25690 -1.04427e-05
13 120 25689 6.58701e-06
14 130 25688 2.03476e-05
15 140 25687 2.84331e-05
16 150 25686 2.99148e-05
17 160 25685 2.5755e-05
18 170 25684 1.83768e-05
19 180 25683 1.05341e-05
20 190 25682 4.30315e-06
21 200 25681 7.077e-07
22 210 25680 -1.89942e-07
23 220 25679 9.54245e-07
24 230 25678 3.10801e-06
25 240 25677 5.2826e-06
26 250 25676 6.82213e-06
27 260 25675 7.40502e-06
28 270 25674 6.87843e-06
29 280 25673 5.16731e-06
30 290 25672 2.36492e-06
31 300 25671 -1.11032e-06
32 310 25670 -4.51083e-06
33 320 25669 -6.99576e-06
34 330 25668 -7.96903e-06
35 340 25667 -7.30901e-06
36 350 25666 -5.37186e-06
37 360 25665 -2.77878e-06
38 370 25664 -1.19956e-07
39 380 25663 2.2506e-06
40 390 25662 4.22868e-06
41 400 25661 5.80453e-06
42 410 25660 6.89176e-06
43 420 25659 7.29827e-06
44 430 25658 6.84889e-06
45 440 25657 5.54e-06
46 450 25656 3.6078e-06
47 460 25655 1.47309e-06
48 470 25654 -3.98707e-07
49 480 25653 -1.65382e-06
50 490 25652 -2.15397e-06
51 500 25651 -1.97932e-06
52 510 25650 -1.3343e-06
53 520 25649 -4.2885e-07
54 530 25648 5.81303e-07
55 540 25647 1.57113e-06
56 550 25646 2.39398e-06
57 560 25645 2.87618e-06
58 570 25644 2.87345e-06
59 580 25643 2.34945e-06
60 590 25642 1.42793e-06
61 600 25641 3.78994e-07
62 610 25640 -4.68377e-07
63 620 25639 -8.54763e-07
64 630 25638 -6.92703e-07
65 640 25637 -8.3971e-08
66 650 25636 7.51723e-07
67 660 25635 1.5899e-06
68 670 25634 2.287e-06
69 680 25633 2.77787e-06
70 690 25632 3.01106e-06
71 700 25631 2.92331e-06
72 710 25630 2.4892e-06
73 720 25629 1.77697e-06
74 730 25628 9.54545e-07
75 740 25627 2.46483e-07
76 750 25626 -1.37367e-07
77 760 25625 -7.98603e-08
78 770 25624 3.90945e-07
79 780 25623 1.10971e-06
80 790 25622 1.84114e-06
81 800 25621 2.3706e-06
82 810 25620 2.57255e-06
83 820 25619 2.43158e-06
84 830 25618 2.02065e-06
85 840 25617 1.45608e-06
86 850 25616 8.5373e-07
87 860 25615 3.11455e-07
88 870 25614 -8.15114e-08
89 880 25613 -2.38406e-07
90 890 25612 -9.50086e-08
91 900 25611 3.57576e-07
92 910 25610 1.0496e-06
93 920 25609 1.8291e-06
94 930 25608 2.49712e-06
95 940 25607 2.88174e-06
96 950 25606 2.9096e-06
97 960 25605 2.628e-06
98 970 25604 2.16582e-06
99 980 25603 1.67041e-06
100 990 25602 1.26268e-06
258000 100
1 0 25801 8.91307e-05
2 10 25800 8.14325e-05
3 20 25799 6.07167e-05
4 30 25798 3.26361e-05
5 40 25797 3.38026e-06
6 50 25796 -2.20387e-05
7 60 25795 -4.02542e-05
8 70 25794 -4.95169e-05
9 80 25793 -4.95814e-05
10 90 25792 -4.15325e-05
11 100 25791 -2.75167e-05
12 110 25790 -1.04082e-05
13 120 25789 6.56349e-06
14 130 25788 2.0271e-05
15 140 25787 2.83209e-05
16 150 25786 2.97918e-05
17 160 25785 2.56471e-05
18 170 25784 1.83042e-05
19 180 25783 1.05076e-05
20 190 25782 4.32194e-06
21 200 25781 7.60895e-07
22 210 25780 -1.20511e-07
23 220 25779 1.01979e-06
24 230 25778 3.15315e-06
25 240 25777 5.29863e-06
26 250 25776 6.81018e-06
27 260 25775 7.3743e-06
28 270 25774 6.84205e-06
29 280 25773 5.13819e-06
30 290 25772 2.35232e-06
31 300 25771 -1.10338e-06
32 310 25770 -4.48872e-06
33 320 25769 -6.96916e-06
34 330 25768 -7.95177e-06
35 340 25767 -7.31345e-06
36 350 25766 -5.4038e-06
37 360 25765 -2.83513e-06
38 370 25764 -1.90254e-07
39 380 25763 2.18089e-06
40 390 25762 4.17465e-06
41 400 25761 5.77814e-06
42 410 25760 6.8984e-06
43 420 25759 7.33537e-06
44 430 25758 6.90708e-06
45 440 25757 5.60685e-06
46 450 25756 3.67269e-06
47 460 25755 1.53016e-06
48 470 25754 -3.51317e-07
49 480 25753 -1.61676e-06
50 490 25752 -2.1283e-06
51 500 25751 -1.96602e-06
52 510 25750 -1.33437e-06
53 520 25749 -4.44448e-07
54 530 25748 5.47158e-07
55 540 25747 1.51637e-06
56 550 25746 2.31912e-06
57 560 25745 2.78561e-06
58 570 25744 2.77675e-06
59 580 25743 2.26161e-06
60 590 25742 1.36656e-06
61 600 25741 3.59003e-07
62 610 25740 -4.39602e-07
63 620 25739 -7.80174e-07
64 630 25738 -5.85589e-07
65 640 25737 3.59706e-08
66 650 25736 8.6416e-07
67 660 25735 1.67838e-06
68 670 25734 2.34104e-06
69 680 25733 2.79385e-06
70 690 25732 2.9929e-06
71 700 25731 2.88172e-06
72 710 25730 2.43842e-06
73 720 25729 1.73051e-06
74 730 25728 9.2076e-07
75 740 25727 2.26372e-07
76 750 25726 -1.48764e-07
77 760 25725 -8.98863e-08
78 770 25724 3.75386e-07
79 780 25723 1.08382e-06
80 790 25722 1.80438e-06
81 800 25721 2.32811e-06
82 810 25720 2.5339e-06
83 820 25719 2.407e-06
84 830 25718 2.01715e-06
85 840 25717 1.47578e-06
86 850 25716 8.9474e-07
87 860 25715 3.69512e-07
88 870 25714 -1.28367e-08
89 880 25713 -1.6761e-07
90 890 25712 -3.11741e-08
91 900 25711 4.07659e-07
92 910 25710 1.08431e-06
93 920 25709 1.85155e-06
94 930 25708 2.51146e-06
95 940 25707 2.89009e-06
96 950 25706 2.91119e-06
97 960 25705 2.61955e-06
98 970 25704 2.14147e-06
99 980 25703 1.62188e-06
100 990 25702 1.1825e-06
259000 100
1 0 25901 8.93464e-05
2 10 25900 8.16213e-05
3 20 25899 6.08312e-05
4 30 25898 3.26446e-05
5 40 25897 3.27375e-06
6 50 25896 -2.2242e-05
7 60 25895 -4.05117e-05
8 70 25894 -4.97713e-05
9 80 25893 -4.97736e-05
10 90 25892 -4.16147e-05
11 100 25891 -2.74643e-05
12 110 25890 -1.02263e-05
13 120 25889 6.84208e-06
14 130 25888 2.05948e-05
15 140 25887 2.86321e-05
16 150 25886 3.00362e-05
17 160 25885 2.57814e-05
18 170 25884 1.83036e-05
19 180 25883 1.0372e-05
20 190 25882 4.07807e-06
21 200 25881 4.57333e-07
22 210 25880 -4.23219e-07
23 220 25879 7.76696e-07
24 230 25878 3.01375e-06
25 240 25877 5.28463e-06
